,pot
2998,77
2999,68
3000,75
3001,82
3002,67
3003,70
3004,61
3005,77
3006,67
3007,78
3008,63
3009,85
3010,71
3011,67
3012,68
3013,62
3014,69
3015,62
3016,72
3017,78
3018,67
3019,63
3020,68
3021,75
3022,75
3023,75
3024,75
3025,69
3026,69
3027,74
3028,77
3029,75
3030,73
3031,75
3032,73
3033,71
3034,70
3035,70
3036,57
3037,66
3038,71
3039,75
3040,64
3041,63
3042,65
3043,79
3044,67
3045,71
3046,70
3047,72
3048,80
3049,65
3050,67
3051,71
3052,71
3053,65
3054,69
3055,72
3056,69
3057,70
3058,69
3059,65
3060,73
3061,74
3062,71
3063,72
3064,67
3065,67
3066,70
3067,70
3068,72
3069,70
3070,69
3071,76
3072,70
3073,78
3074,70
3075,78
3076,78
3077,60
3078,67
3079,68
3080,69
3081,77
3082,72
3083,75
3084,67
3085,64
3086,72
3087,82
3088,64
3089,70
3090,77
3091,68
3092,74
3093,71
3094,62
3095,70
3096,68
3097,69
3098,77
3099,72
3100,70
3101,75
3102,87
3103,74
3104,66
3105,62
3106,59
3107,77
3108,70
3109,74
3110,76
3111,75
3112,74
3113,77
3114,65
3115,60
3116,77
3117,76
3118,67
3119,67
3120,77
3121,72
3122,64
3123,68
3124,72
3125,68
3126,69
3127,75
3128,76
3129,72
3130,71
3131,75
3132,73
3133,68
3134,70
3135,72
3136,66
3137,70
3138,75
3139,68
3140,80
3141,73
3142,74
3143,80
3144,77
3145,65
3146,67
3147,76
3148,69
3149,63
3150,74
3151,68
3152,70
3153,67
3154,70
3155,74
3156,74
3157,81
3158,63
3159,72
3160,66
3161,75
3162,65
3163,61
3164,76
3165,76
3166,72
3167,70
3168,73
3169,80
3170,80
3171,87
3172,65
3173,70
3174,77
3175,68
3176,73
3177,67
3178,75
3179,72
3180,77
3181,74
3182,71
3183,73
3184,66
3185,80
3186,65
3187,70
3188,64
3189,63
3190,70
3191,75
3192,65
3193,64
3194,75
3195,66
3196,76
3197,67
3198,74
3199,69
3200,77
3201,75
3202,65
3203,65
3204,73
3205,69
3206,72
3207,75
3208,71
3209,64
3210,74
3211,69
3212,66
3213,71
3214,67
3215,63
3216,61
3217,78
3218,75
3219,84
3220,71
3221,77
3222,73
3223,71
3224,65
3225,69
3226,71
3227,78
3228,65
3229,73
3230,68
3231,69
3232,69
3233,80
3234,72
3235,69
3236,76
3237,71
3238,84
3239,67
3240,65
3241,72
3242,81
3243,72
3244,73
3245,74
3246,67
3247,66
3248,77
3249,62
3250,72
3251,84
3252,73
3253,73
3254,66
3255,77
3256,72
3257,80
3258,72
3259,62
3260,72
3261,71
3262,75
3263,69
3264,73
3265,65
3266,70
3267,74
3268,67
3269,61
3270,62
3271,66
3272,72
3273,64
3274,63
3275,78
3276,65
3277,84
3278,72
3279,70
3280,66
3281,64
3282,70
3283,70
3284,75
3285,84
3286,67
3287,66
3288,74
3289,67
3290,78
3291,76
3292,74
3293,64
3294,68
3295,70
3296,65
3297,70
3298,78
3299,67
3300,63
3301,72
3302,78
3303,73
3304,78
3305,68
3306,66
3307,72
3308,71
3309,78
3310,80
3311,70
3312,69
3313,66
3314,72
3315,63
3316,81
3317,68
3318,85
3319,72
3320,66
3321,72
3322,74
3323,70
3324,60
3325,74
3326,71
3327,77
3328,73
3329,85
3330,69
3331,77
3332,68
3333,73
3334,75
3335,65
3336,70
3337,67
3338,64
3339,70
3340,65
3341,82
3342,66
3343,73
3344,67
3345,75
3346,72
3347,74
3348,73
3349,59
3350,73
3351,76
3352,68
3353,67
3354,70
3355,73
3356,66
3357,72
3358,69
3359,75
3360,71
3361,71
3362,65
3363,68
3364,71
3365,64
3366,72
3367,71
3368,80
3369,68
3370,67
3371,68
3372,70
3373,71
3374,67
3375,75
3376,69
3377,74
3378,71
3379,63
3380,73
3381,73
3382,65
3383,74
3384,68
3385,69
3386,80
3387,76
3388,72
3389,77
3390,73
3391,69
3392,65
3393,79
3394,79
3395,74
3396,75
3397,68
3398,62
3399,67
3400,72
3401,85
3402,82
3403,74
3404,83
3405,79
3406,68
3407,69
3408,75
3409,71
3410,80
3411,64
3412,69
3413,72
3414,75
3415,72
3416,66
3417,73
3418,68
3419,65
3420,71
3421,75
3422,70
3423,65
3424,60
3425,70
3426,69
3427,77
3428,78
3429,81
3430,80
3431,70
3432,71
3433,76
3434,73
3435,67
3436,82
3437,58
3438,71
3439,83
3440,61
3441,74
3442,74
3443,69
3444,67
3445,65
3446,70
3447,72
3448,65
3449,79
3450,73
3451,72
3452,72
3453,76
3454,68
3455,63
3456,69
3457,72
3458,74
3459,81
3460,72
3461,68
3462,78
3463,70
3464,71
3465,66
3466,72
3467,66
3468,75
3469,79
3470,59
3471,71
3472,73
3473,71
3474,71
3475,68
3476,68
3477,69
3478,71
3479,79
3480,67
3481,73
3482,71
3483,67
3484,72
3485,67
3486,72
3487,79
3488,72
3489,74
3490,71
3491,65
3492,72
3493,78
3494,67
3495,72
3496,79
3497,74
3498,74
3499,83
3500,77
3501,64
3502,84
3503,56
3504,66
3505,67
3506,64
3507,84
3508,68
3509,70
3510,75
3511,67
3512,81
3513,72
3514,64
3515,71
3516,69
3517,68
3518,70
3519,87
3520,74
3521,76
3522,74
3523,69
3524,83
3525,67
3526,69
3527,72
3528,72
3529,69
3530,81
3531,75
3532,78
3533,75
3534,69
3535,66
3536,70
3537,74
3538,75
3539,65
3540,75
3541,63
3542,81
3543,71
3544,78
3545,65
3546,67
3547,76
3548,74
3549,70
3550,70
3551,70
3552,70
3553,79
3554,70
3555,74
3556,64
3557,76
3558,66
3559,76
3560,67
3561,77
3562,67
3563,69
3564,64
3565,71
3566,69
3567,72
3568,70
3569,76
3570,70
3571,66
3572,71
3573,73
3574,73
3575,68
3576,75
3577,73
3578,62
3579,65
3580,67
3581,75
3582,81
3583,75
3584,72
3585,65
3586,78
3587,74
3588,66
3589,83
3590,74
3591,69
3592,68
3593,71
3594,63
3595,71
3596,72
3597,77
3598,65
3599,74
3600,73
3601,83
3602,80
3603,65
3604,69
3605,76
3606,72
3607,71
3608,65
3609,69
3610,71
3611,75
3612,81
3613,77
3614,71
3615,59
3616,71
3617,67
3618,78
3619,87
3620,67
3621,73
3622,69
3623,71
3624,80
3625,69
3626,68
3627,67
3628,62
3629,74
3630,89
3631,78
3632,78
3633,63
3634,73
3635,73
3636,64
3637,70
3638,65
3639,74
3640,77
3641,76
3642,74
3643,67
3644,66
3645,64
3646,81
3647,59
3648,64
3649,69
3650,72
3651,70
3652,64
3653,63
3654,65
3655,72
3656,71
3657,71
3658,78
3659,80
3660,76
3661,61
3662,74
3663,65
3664,77
3665,93
3666,60
3667,68
3668,60
3669,73
3670,69
3671,77
3672,72
3673,69
3674,74
3675,69
3676,72
3677,72
3678,65
3679,82
3680,85
3681,67
3682,73
3683,73
3684,72
3685,75
3686,62
3687,67
3688,72
3689,76
3690,70
3691,67
3692,78
3693,72
3694,81
3695,65
3696,68
3697,72
3698,71
3699,73
3700,81
3701,76
3702,64
3703,84
3704,70
3705,69
3706,67
3707,70
3708,71
3709,77
3710,71
3711,70
3712,69
3713,66
3714,68
3715,62
3716,73
3717,80
3718,81
3719,65
3720,63
3721,63
3722,69
3723,73
3724,78
3725,74
3726,69
3727,72
3728,74
3729,70
3730,67
3731,74
3732,71
3733,69
3734,70
3735,65
3736,70
3737,64
3738,73
3739,66
3740,67
3741,72
3742,75
3743,71
3744,71
3745,67
3746,78
3747,73
3748,72
3749,62
3750,82
3751,66
3752,65
3753,65
3754,73
3755,69
3756,70
3757,66
3758,63
3759,66
3760,83
3761,63
3762,64
3763,72
3764,70
3765,65
3766,67
3767,74
3768,65
3769,72
3770,71
3771,88
3772,70
3773,72
3774,78
3775,71
3776,75
3777,74
3778,62
3779,68
3780,72
3781,65
3782,75
3783,70
3784,68
3785,69
3786,67
3787,65
3788,69
3789,74
3790,82
3791,61
3792,69
3793,70
3794,76
3795,81
3796,74
3797,70
3798,65
3799,73
3800,73
3801,80
3802,76
3803,70
3804,83
3805,72
3806,71
3807,74
3808,66
3809,73
3810,72
3811,72
3812,72
3813,72
3814,71
3815,70
3816,77
3817,66
3818,71
3819,78
3820,69
3821,64
3822,65
3823,73
3824,71
3825,73
3826,67
3827,70
3828,76
3829,71
3830,83
3831,73
3832,79
3833,78
3834,72
3835,72
3836,73
3837,66
3838,67
3839,67
3840,70
3841,72
3842,68
3843,79
3844,71
3845,75
3846,77
3847,86
3848,80
3849,68
3850,81
3851,74
3852,67
3853,70
3854,69
3855,76
3856,79
3857,80
3858,66
3859,64
3860,76
3861,77
3862,71
3863,77
3864,68
3865,70
3866,81
3867,64
3868,69
3869,69
3870,66
3871,71
3872,72
3873,71
3874,71
3875,88
3876,63
3877,71
3878,69
3879,68
3880,70
3881,66
3882,65
3883,73
3884,76
3885,76
3886,75
3887,65
3888,66
3889,65
3890,67
3891,73
3892,75
3893,73
3894,75
3895,75
3896,70
3897,71
3898,74
3899,73
3900,66
3901,72
3902,67
3903,71
3904,75
3905,62
3906,82
3907,65
3908,65
3909,65
3910,79
3911,73
3912,74
3913,76
3914,87
3915,76
3916,75
3917,71
3918,79
3919,66
3920,69
3921,70
3922,70
3923,73
3924,78
3925,69
3926,77
3927,64
3928,77
3929,76
3930,81
3931,67
3932,73
3933,73
3934,78
3935,64
3936,72
3937,69
3938,81
3939,66
3940,71
3941,69
3942,74
3943,74
3944,70
3945,74
3946,66
3947,71
3948,75
3949,75
3950,74
3951,78
3952,69
3953,71
3954,69
3955,70
3956,72
3957,70
3958,69
3959,65
3960,68
3961,89
3962,63
3963,68
3964,73
3965,66
3966,73
3967,74
3968,72
3969,67
3970,66
3971,81
3972,62
3973,68
3974,66
3975,61
3976,66
3977,71
3978,58
3979,71
3980,76
3981,65
3982,70
3983,69
3984,59
3985,68
3986,64
3987,61
3988,68
3989,69
3990,69
3991,76
3992,64
3993,66
3994,70
3995,74
3996,79
3997,75
3998,74
3999,82
4000,81
4001,63
4002,68
4003,71
4004,66
4005,68
4006,79
4007,71
4008,79
4009,64
4010,69
4011,70
4012,66
4013,67
4014,65
4015,70
4016,71
4017,81
4018,73
4019,69
4020,63
4021,77
4022,75
4023,71
4024,72
4025,67
4026,67
4027,66
4028,69
4029,68
4030,72
4031,68
4032,72
4033,71
4034,63
4035,88
4036,67
4037,71
4038,81
4039,65
4040,71
4041,69
4042,68
4043,65
4044,70
4045,80
4046,74
4047,79
4048,81
4049,90
4050,56
4051,65
4052,69
4053,73
4054,70
4055,72
4056,77
4057,72
4058,70
4059,81
4060,79
4061,69
4062,67
4063,72
4064,66
4065,80
4066,69
4067,61
4068,70
4069,66
4070,62
4071,80
4072,66
4073,68
4074,65
4075,66
4076,68
4077,81
4078,70
4079,61
4080,67
4081,70
4082,71
4083,75
4084,78
4085,76
4086,66
4087,82
4088,75
4089,66
4090,73
4091,74
4092,78
4093,67
4094,71
4095,66
4096,71
4097,63
4098,65
4099,76
4100,79
4101,70
4102,75
4103,70
4104,67
4105,69
4106,59
4107,78
4108,65
4109,72
4110,76
4111,66
4112,64
4113,59
4114,67
4115,75
4116,66
4117,63
4118,68
4119,78
4120,72
4121,67
4122,70
4123,69
4124,62
4125,66
4126,73
4127,66
4128,71
4129,75
4130,69
4131,63
4132,69
4133,68
4134,64
4135,67
4136,65
4137,72
4138,73
4139,85
4140,66
4141,70
4142,63
4143,71
4144,71
4145,74
4146,66
4147,67
4148,72
4149,79
4150,71
4151,68
4152,73
4153,80
4154,66
4155,65
4156,67
4157,65
4158,64
4159,70
4160,64
4161,66
4162,68
4163,76
4164,70
4165,67
4166,91
4167,68
4168,75
4169,71
4170,62
4171,66
4172,64
4173,64
4174,66
4175,66
4176,59
4177,70
4178,73
4179,66
4180,68
4181,65
4182,73
4183,66
4184,70
4185,70
4186,78
4187,74
4188,83
4189,81
4190,69
4191,65
4192,73
4193,75
4194,65
4195,82
4196,72
4197,65
4198,71
4199,81
4200,70
4201,73
4202,83
4203,62
4204,73
4205,66
4206,73
4207,80
4208,67
4209,72
4210,69
4211,70
4212,71
4213,75
4214,78
4215,74
4216,68
4217,73
4218,70
4219,70
4220,72
4221,66
4222,73
4223,73
4224,70
4225,85
4226,72
4227,65
4228,69
4229,77
4230,73
4231,69
4232,81
4233,71
4234,72
4235,69
4236,68
4237,74
4238,68
4239,72
4240,68
4241,65
4242,70
4243,66
4244,83
4245,80
4246,77
4247,63
4248,67
4249,69
4250,68
4251,76
4252,75
4253,65
4254,74
4255,68
4256,73
4257,73
4258,80
4259,79
4260,65
4261,77
4262,74
4263,71
4264,70
4265,64
4266,75
4267,67
4268,62
4269,70
4270,78
4271,78
4272,67
4273,72
4274,71
4275,68
4276,72
4277,68
4278,68
4279,81
4280,67
4281,79
4282,68
4283,75
4284,65
4285,66
4286,73
4287,71
4288,79
4289,82
4290,76
4291,78
4292,69
4293,70
4294,67
4295,70
4296,70
4297,71
4298,69
4299,66
4300,68
4301,73
4302,65
4303,65
4304,72
4305,64
4306,69
4307,69
4308,58
4309,74
4310,79
4311,76
4312,75
4313,68
4314,73
4315,73
4316,72
4317,81
4318,70
4319,68
4320,77
4321,70
4322,67
4323,72
4324,65
4325,72
4326,79
4327,83
4328,67
4329,68
4330,70
4331,75
4332,77
4333,70
4334,69
4335,74
4336,70
4337,69
4338,76
4339,68
4340,64
4341,78
4342,70
4343,70
4344,71
4345,72
4346,76
4347,67
4348,73
4349,68
4350,70
4351,81
4352,74
4353,73
4354,70
4355,65
4356,68
4357,69
4358,68
4359,76
4360,68
4361,64
4362,74
4363,77
4364,71
4365,66
4366,85
4367,65
4368,65
4369,72
4370,75
4371,78
4372,66
4373,60
4374,69
4375,70
4376,69
4377,73
4378,63
4379,68
4380,72
4381,81
4382,73
4383,81
4384,77
4385,74
4386,65
4387,72
4388,75
4389,67
4390,64
4391,71
4392,77
4393,79
4394,71
4395,69
4396,63
4397,64
4398,81
4399,82
4400,65
4401,70
4402,65
4403,62
4404,77
4405,69
4406,70
4407,69
4408,70
4409,68
4410,71
4411,67
4412,76
4413,73
4414,68
4415,67
4416,74
4417,64
4418,66
4419,75
4420,76
4421,78
4422,70
4423,68
4424,71
4425,64
4426,73
4427,68
4428,67
4429,66
4430,79
4431,69
4432,64
4433,66
4434,75
4435,84
4436,70
4437,74
4438,72
4439,70
4440,68
4441,71
4442,64
4443,73
4444,73
4445,76
4446,66
4447,66
4448,79
4449,84
4450,73
4451,65
4452,72
4453,72
4454,62
4455,65
4456,85
4457,70
4458,84
4459,80
4460,71
4461,75
4462,86
4463,74
4464,82
4465,74
4466,69
4467,69
4468,74
4469,69
4470,66
4471,66
4472,84
4473,83
4474,65
4475,62
4476,73
4477,75
4478,66
4479,70
4480,69
4481,78
4482,63
4483,71
4484,67
4485,70
4486,71
4487,67
4488,63
4489,66
4490,84
4491,71
4492,80
4493,72
4494,79
4495,79
4496,71
4497,69
4498,82
4499,77
4500,71
4501,75
4502,72
4503,72
4504,67
4505,67
4506,66
4507,71
4508,64
4509,74
4510,61
4511,71
4512,71
4513,73
4514,65
4515,72
4516,61
4517,68
4518,72
4519,77
4520,72
4521,72
4522,73
4523,61
4524,79
4525,71
4526,78
4527,74
4528,73
4529,70
4530,79
4531,67
4532,72
4533,77
4534,77
4535,73
4536,71
4537,66
4538,70
4539,77
4540,77
4541,62
4542,68
4543,65
4544,83
4545,65
4546,65
4547,77
4548,74
4549,74
4550,74
4551,71
4552,69
4553,83
4554,64
4555,76
4556,65
4557,68
4558,70
4559,78
4560,70
4561,75
4562,77
4563,65
4564,77
4565,80
4566,72
4567,73
4568,68
4569,69
4570,69
4571,58
4572,69
4573,77
4574,83
4575,69
4576,64
4577,69
4578,74
4579,64
4580,68
4581,66
4582,71
4583,69
4584,68
4585,68
4586,86
4587,74
4588,67
4589,65
4590,72
4591,71
4592,69
4593,83
4594,75
4595,66
4596,71
4597,69
4598,85
4599,69
4600,74
4601,83
4602,62
4603,78
4604,66
4605,83
4606,68
4607,65
4608,78
4609,70
4610,68
4611,64
4612,72
4613,67
4614,76
4615,72
4616,72
4617,76
4618,82
4619,75
4620,77
4621,68
4622,65
4623,71
4624,66
4625,77
4626,71
4627,67
4628,74
4629,78
4630,70
4631,81
4632,68
4633,78
4634,69
4635,75
4636,74
4637,71
4638,72
4639,65
4640,69
4641,77
4642,75
4643,76
4644,66
4645,78
4646,71
4647,71
4648,83
4649,80
4650,79
4651,78
4652,74
4653,81
4654,64
4655,73
4656,72
4657,71
4658,67
4659,66
4660,71
4661,68
4662,63
4663,78
4664,70
4665,67
4666,79
4667,67
4668,60
4669,73
4670,73
4671,74
4672,72
4673,66
4674,76
4675,68
4676,72
4677,69
4678,72
4679,70
4680,87
4681,78
4682,80
4683,71
4684,71
4685,70
4686,67
4687,71
4688,63
4689,74
4690,66
4691,75
4692,73
4693,74
4694,66
4695,73
4696,68
4697,71
4698,77
4699,65
4700,72
4701,78
4702,71
4703,72
4704,77
4705,74
4706,73
4707,66
4708,70
4709,72
4710,79
4711,68
4712,79
4713,73
4714,73
4715,72
4716,71
4717,69
4718,63
4719,74
4720,66
4721,66
4722,68
4723,74
4724,66
4725,62
4726,74
4727,68
4728,79
4729,67
4730,74
4731,72
4732,66
4733,70
4734,74
4735,69
4736,76
4737,81
4738,76
4739,69
4740,66
4741,66
4742,64
4743,77
4744,73
4745,80
4746,79
4747,83
4748,76
4749,67
4750,70
4751,74
4752,72
4753,66
4754,67
4755,74
4756,73
4757,78
4758,66
4759,70
4760,75
4761,68
4762,70
4763,67
4764,80
4765,68
4766,66
4767,72
4768,70
4769,86
4770,78
4771,77
4772,76
4773,70
4774,71
4775,71
4776,68
4777,65
4778,67
4779,77
4780,79
4781,69
4782,78
4783,75
4784,72
4785,86
4786,81
4787,67
4788,74
4789,82
4790,73
4791,79
4792,73
4793,72
4794,69
4795,66
4796,65
4797,61
4798,70
4799,77
4800,71
4801,77
4802,67
4803,72
4804,69
4805,77
4806,76
4807,74
4808,78
4809,65
4810,72
4811,76
4812,80
4813,76
4814,79
4815,66
4816,66
4817,79
4818,66
4819,78
4820,71
4821,69
4822,65
4823,72
4824,69
4825,70
4826,65
4827,77
4828,65
4829,73
4830,68
4831,66
4832,77
4833,73
4834,64
4835,76
4836,76
4837,65
4838,69
4839,74
4840,72
4841,66
4842,76
4843,77
4844,76
4845,72
4846,66
4847,68
4848,70
4849,67
4850,67
4851,67
4852,69
4853,62
4854,67
4855,71
4856,78
4857,80
4858,72
4859,72
4860,64
4861,80
4862,66
4863,62
4864,72
4865,68
4866,83
4867,84
4868,89
4869,63
4870,71
4871,71
4872,82
4873,71
4874,69
4875,76
4876,68
4877,69
4878,66
4879,66
4880,69
4881,73
4882,75
4883,74
4884,74
4885,72
4886,75
4887,76
4888,68
4889,79
4890,67
4891,56
4892,76
4893,69
4894,70
4895,73
4896,72
4897,66
4898,69
4899,79
4900,75
4901,75
4902,76
4903,77
4904,66
4905,71
4906,71
4907,71
4908,75
4909,67
4910,75
4911,71
4912,74
4913,75
4914,74
4915,71
4916,65
4917,72
4918,83
4919,62
4920,66
4921,70
4922,69
4923,82
4924,72
4925,65
4926,71
4927,79
4928,64
4929,80
4930,77
4931,80
4932,76
4933,73
4934,68
4935,67
4936,69
4937,73
4938,74
4939,78
4940,66
4941,63
4942,75
4943,77
4944,70
4945,73
4946,68
4947,77
4948,82
4949,78
4950,69
4951,74
4952,70
4953,75
4954,73
4955,67
4956,72
4957,83
4958,84
4959,77
4960,72
4961,72
4962,65
4963,79
4964,67
4965,70
4966,79
4967,71
4968,73
4969,71
4970,82
4971,87
4972,71
4973,69
4974,69
4975,73
4976,79
4977,76
4978,78
4979,77
4980,73
4981,81
4982,70
4983,71
4984,71
4985,62
4986,79
4987,73
4988,80
4989,70
4990,80
4991,67
4992,78
4993,67
4994,76
4995,74
4996,75
4997,65
4998,65
4999,68
5000,72
5001,83
5002,63
5003,68
5004,67
5005,62
5006,71
5007,83
5008,71
5009,68
5010,69
5011,78
5012,80
5013,80
5014,75
5015,68
5016,69
5017,70
5018,65
5019,70
5020,71
5021,59
5022,71
5023,86
5024,69
5025,68
5026,68
5027,73
5028,69
5029,72
5030,90
5031,65
5032,68
5033,67
5034,73
5035,82
5036,66
5037,72
5038,80
5039,63
5040,69
5041,70
5042,82
5043,67
5044,68
5045,74
5046,86
5047,62
5048,65
5049,71
5050,69
5051,71
5052,66
5053,74
5054,71
5055,68
5056,82
5057,67
5058,64
5059,67
5060,75
5061,83
5062,64
5063,62
5064,67
5065,69
5066,65
5067,65
5068,60
5069,68
5070,64
5071,57
5072,65
5073,70
5074,62
5075,74
5076,71
5077,66
5078,74
5079,66
5080,67
5081,74
5082,67
5083,65
5084,66
5085,68
5086,70
5087,62
5088,66
5089,77
5090,59
5091,69
5092,62
5093,70
5094,62
5095,69
5096,64
5097,73
5098,78
5099,75
5100,83
5101,73
5102,69
5103,80
5104,68
5105,68
5106,66
5107,68
5108,77
5109,90
5110,67
5111,65
5112,70
5113,72
5114,67
5115,63
5116,67
5117,70
5118,68
5119,69
5120,72
5121,70
5122,72
5123,72
5124,72
5125,70
5126,74
5127,64
5128,73
5129,66
5130,64
5131,64
5132,72
5133,69
5134,72
5135,66
5136,89
5137,68
5138,70
5139,71
5140,79
5141,77
5142,76
5143,74
5144,80
5145,79
5146,74
5147,58
5148,61
5149,63
5150,65
5151,70
5152,65
5153,70
5154,70
5155,73
5156,78
5157,71
5158,66
5159,56
5160,88
5161,72
5162,69
5163,75
5164,75
5165,66
5166,74
5167,71
5168,69
5169,71
5170,71
5171,69
5172,69
5173,76
5174,77
5175,67
5176,71
5177,67
5178,71
5179,78
5180,75
5181,73
5182,70
5183,76
5184,70
5185,75
5186,75
5187,74
5188,72
5189,78
5190,70
5191,67
5192,64
5193,72
5194,85
5195,74
5196,64
5197,68
5198,72
5199,71
5200,66
5201,84
5202,69
5203,79
5204,77
5205,76
5206,85
5207,76
5208,73
5209,65
5210,70
5211,69
5212,68
5213,75
5214,82
5215,74
5216,68
5217,75
5218,68
5219,68
5220,76
5221,64
5222,79
5223,88
5224,66
5225,68
5226,68
5227,80
5228,69
5229,70
5230,74
5231,73
5232,66
5233,72
5234,71
5235,71
5236,72
5237,68
5238,79
5239,70
5240,60
5241,65
5242,69
5243,61
5244,66
5245,64
5246,76
5247,70
5248,70
5249,66
5250,68
5251,71
5252,68
5253,87
5254,64
5255,85
5256,91
5257,69
5258,72
5259,71
5260,65
5261,75
5262,77
5263,79
5264,65
5265,74
5266,66
5267,80
5268,76
5269,71
5270,77
5271,78
5272,72
5273,61
5274,75
5275,64
5276,72
5277,75
5278,73
5279,72
5280,73
5281,70
5282,76
5283,70
5284,69
5285,78
5286,83
5287,73
5288,69
5289,68
5290,77
5291,71
5292,83
5293,70
5294,83
5295,87
5296,78
5297,66
5298,68
5299,68
5300,72
5301,72
5302,73
5303,78
5304,84
5305,78
5306,74
5307,66
5308,74
5309,70
5310,66
5311,69
5312,65
5313,77
5314,66
5315,68
5316,64
5317,69
5318,80
5319,86
5320,76
5321,67
5322,68
5323,71
5324,78
5325,73
5326,70
5327,73
5328,72
5329,76
5330,76
5331,74
5332,74
5333,80
5334,77
5335,83
5336,78
5337,66
5338,72
5339,68
5340,73
5341,70
5342,82
5343,67
5344,77
5345,66
5346,75
5347,73
5348,78
5349,72
5350,64
5351,62
5352,73
5353,70
5354,78
5355,73
5356,71
5357,74
5358,82
5359,71
5360,70
5361,75
5362,79
5363,67
5364,69
5365,65
5366,64
5367,68
5368,69
5369,75
5370,66
5371,74
5372,81
5373,68
5374,79
5375,76
5376,70
5377,72
5378,81
5379,70
5380,69
5381,69
5382,70
5383,81
5384,82
5385,78
5386,65
5387,68
5388,72
5389,71
5390,76
5391,81
5392,70
5393,73
5394,71
5395,69
5396,72
5397,79
5398,78
5399,77
5400,68
5401,70
5402,72
5403,65
5404,76
5405,72
5406,61
5407,79
5408,74
5409,70
5410,73
5411,71
5412,68
5413,71
5414,72
5415,71
5416,69
5417,78
5418,64
5419,67
5420,76
5421,76
5422,82
5423,78
5424,75
5425,89
5426,87
5427,74
5428,70
5429,62
5430,61
5431,83
5432,65
5433,75
5434,69
5435,65
5436,72
5437,71
5438,64
5439,69
5440,74
5441,71
5442,63
5443,68
5444,65
5445,78
5446,69
5447,67
5448,74
5449,68
5450,80
5451,69
5452,68
5453,67
5454,84
5455,75
5456,70
5457,77
5458,74
5459,69
5460,64
5461,72
5462,68
5463,71
5464,88
5465,71
5466,73
5467,65
5468,69
5469,83
5470,71
5471,73
5472,70
5473,71
5474,70
5475,65
5476,75
5477,72
5478,75
5479,71
5480,76
5481,75
5482,77
5483,72
5484,75
5485,79
5486,69
5487,77
5488,70
5489,78
5490,73
5491,71
5492,65
5493,77
5494,75
5495,64
5496,71
5497,68
5498,71
5499,75
5500,78
5501,65
5502,66
5503,71
5504,83
5505,72
5506,71
5507,69
5508,75
5509,75
5510,80
5511,67
5512,85
5513,72
5514,70
5515,72
5516,64
5517,71
5518,64
5519,67
5520,74
5521,57
5522,71
5523,77
5524,88
5525,72
5526,71
5527,76
5528,68
5529,64
5530,67
5531,64
5532,77
5533,65
5534,67
5535,67
5536,81
5537,72
5538,81
5539,68
5540,60
5541,66
5542,66
5543,73
5544,63
5545,72
5546,66
5547,69
5548,77
5549,65
5550,68
5551,64
5552,77
5553,75
5554,72
5555,68
5556,70
5557,63
5558,76
5559,66
5560,65
5561,65
5562,65
5563,73
5564,65
5565,78
5566,68
5567,70
5568,70
5569,72
5570,75
5571,71
5572,68
5573,64
5574,70
5575,66
5576,67
5577,69
5578,76
5579,70
5580,72
5581,65
5582,86
5583,64
5584,78
5585,70
5586,64
5587,75
5588,73
5589,73
5590,67
5591,75
5592,73
5593,75
5594,66
5595,69
5596,77
5597,65
5598,66
5599,67
5600,78
5601,72
5602,81
5603,71
5604,65
5605,73
5606,69
5607,78
5608,68
5609,76
5610,76
5611,76
5612,73
5613,76
5614,74
5615,79
5616,88
5617,81
5618,66
5619,67
5620,70
5621,69
5622,63
5623,63
5624,65
5625,78
5626,80
5627,88
5628,89
5629,73
5630,88
5631,78
5632,74
5633,90
5634,78
5635,73
5636,78
5637,73
5638,73
5639,77
5640,79
5641,74
5642,90
5643,80
5644,71
5645,72
5646,73
5647,76
5648,70
5649,74
5650,74
5651,70
5652,71
5653,75
5654,75
5655,73
5656,78
5657,70
5658,68
5659,68
5660,77
5661,73
5662,74
5663,76
5664,78
5665,75
5666,61
5667,71
5668,75
5669,82
5670,72
5671,73
5672,70
5673,66
5674,72
5675,65
5676,71
5677,75
5678,69
5679,65
5680,73
5681,82
5682,74
5683,69
5684,66
5685,67
5686,78
5687,71
5688,73
5689,69
5690,77
5691,68
5692,80
5693,72
5694,75
5695,66
5696,73
5697,76
5698,72
5699,74
5700,85
5701,69
5702,67
5703,73
5704,76
5705,72
5706,70
5707,66
5708,68
5709,74
5710,79
5711,70
5712,83
5713,68
5714,71
5715,82
5716,67
5717,71
5718,85
5719,75
5720,77
5721,63
5722,63
5723,75
5724,68
5725,70
5726,63
5727,79
5728,72
5729,69
5730,65
5731,74
5732,76
5733,79
5734,72
5735,64
5736,90
5737,80
5738,75
5739,77
5740,65
5741,70
5742,68
5743,69
5744,77
5745,73
5746,67
5747,60
5748,83
5749,67
5750,74
5751,73
5752,74
5753,68
5754,63
5755,77
5756,78
5757,74
5758,63
5759,65
5760,78
5761,72
5762,68
5763,72
5764,73
5765,68
5766,71
5767,68
5768,69
5769,78
5770,65
5771,81
5772,68
5773,69
5774,70
5775,85
5776,75
5777,91
5778,73
5779,69
5780,76
5781,79
5782,75
5783,74
5784,65
5785,68
5786,76
5787,73
5788,75
5789,68
5790,69
5791,71
5792,69
5793,75
5794,72
5795,73
5796,73
